Text Content,Code,has_code,len,aa,begauth,first_turn,last_turn,clen,tlen,cloc,tloc,tpos1,tpos2,ppau,npau
"I wonder if these transformations in the IL generator also fall in a similar category : 
https://github.com/eclipse-openj9/openj9/blob/5afc033b29efad4b23a171492e6fcb9460a78747/runtime/compiler/ilgen/Walker.cpp#L4374",Solution Discussion,False,216,CONTRIBUTOR,False,False,False,0.5483870968,0.1827956989,1.0,0.8455598456,0.6303548026,0.3696451974,0.008046045613,0.8852104953
Now that we understand the circumstances in which this problem occurs I don't believe this a blocker for 0.29.1 and can wait for the 0.30 release.,Investigation and Exploration,False,146,CONTRIBUTOR,False,False,False,1.0,0.2795698925,0.1111111111,0.8494208494,0.8399273015,0.1600726985,0.8852104953,0.004353145679
I recommend the fix (#14071) be merged into master and then subsequently merged into 0.30 when it is ready.,Action on Issue,False,107,CONTRIBUTOR,False,False,False,0.7307692308,0.2043010753,0.2222222222,0.8532818533,0.8399273015,0.1600726985,0.8852104953,0.004353145679
This is a long-standing problem that is not JDK17-specific.,Investigation and Exploration,False,59,CONTRIBUTOR,False,False,False,0.4230769231,0.1182795699,0.3333333333,0.8571428571,0.8399273015,0.1600726985,0.8852104953,0.004353145679
"It manifests itself when CODE calls are transformed to allocations by the JIT and an OSR is subsequently provoked during these ""artificial"" allocations.",Investigation and Exploration,True,152,CONTRIBUTOR,False,False,False,0.8846153846,0.247311828,0.4444444444,0.861003861,0.8399273015,0.1600726985,0.8852104953,0.004353145679
The problem can be triggered more readily through a carefully designed test case and JIT stress options.,Investigation and Exploration,False,104,CONTRIBUTOR,False,False,False,0.6538461538,0.1827956989,0.5555555556,0.8648648649,0.8399273015,0.1600726985,0.8852104953,0.004353145679
Even with this test it has not appeared with default JIT options.,Investigation and Exploration,False,65,CONTRIBUTOR,False,False,False,0.4615384615,0.1290322581,0.6666666667,0.8687258687,0.8399273015,0.1600726985,0.8852104953,0.004353145679
Exploration of other OSR problems with existing JIT optimizations will also be conducted in the background and contributed to the code base when ready.,Investigation and Exploration,False,151,CONTRIBUTOR,False,False,False,0.9230769231,0.2580645161,0.7777777778,0.8725868726,0.8399273015,0.1600726985,0.8852104953,0.004353145679
We are not aware of any known OSR problems from any of these other JIT optimizations.,Investigation and Exploration,False,85,CONTRIBUTOR,False,False,False,0.6153846154,0.1720430108,0.8888888889,0.8764478764,0.8399273015,0.1600726985,0.8852104953,0.004353145679
@mstoodle @pshipton @DanHeidinga,Contribution and Commitment,False,32,CONTRIBUTOR,False,False,False,0.1153846154,0.03225806452,1.0,0.8803088803,0.8399273015,0.1600726985,0.8852104953,0.004353145679
"I agree with @0xdaryl 's analysis and suggested course of action, which suggests this issue can be removed from 0.29.1's milestone blockers https://github.com/eclipse-openj9/openj9/milestone/32 .",Social Conversation,False,195,CONTRIBUTOR,False,False,False,1.0,0.2365591398,0.3333333333,0.8841698842,0.8409579034,0.1590420966,0.004353145679,0.0215829485
"Thank you to everyone who contributed to understanding this issue, regardless of how we proceed here.",Social Conversation,False,101,CONTRIBUTOR,False,False,False,0.7272727273,0.1720430108,0.6666666667,0.888030888,0.8409579034,0.1590420966,0.004353145679,0.0215829485
Everyone worked hard to figure out the underlying problem and it showed great collaboration across teams as the investigation progressed!,Social Conversation,False,137,CONTRIBUTOR,False,False,False,0.9090909091,0.2150537634,1.0,0.8918918919,0.8409579034,0.1590420966,0.004353145679,0.0215829485
"Are the segfaults running rc021 in
https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_aarch64_linux_Nightly_testList_1/44
https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_ppc64le_linux_Nightly_testList_0/156
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_1/48/
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_0/49/
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_1/49/
this problem or a different problem?

Dec 7:
https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_aarch64_linux_Nightly_testList_1/46
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_0/50",Investigation and Exploration,False,874,CONTRIBUTOR,False,False,False,1.0,0.3225806452,1.0,0.8957528958,0.84606764,0.15393236,0.0215829485,0.007266433405
"The original problem was only seen in JDK17, Ill take a look at these ones to determine the cause",Investigation and Exploration,False,97,CONTRIBUTOR,False,False,False,1.0,0.2043010753,1.0,0.8996138996,0.8477879592,0.1522120408,0.007266433405,0.00290209712
"Similar failure observed at an internal JDK8 build CODE(CODE)
CODE",Testing,True,67,MEMBER,False,False,False,1.0,0.1182795699,1.0,0.9034749035,0.8484750271,0.1515249729,0.00290209712,0.005725859998
To confirm I understand the latest updates - the issue is with any call to clone() where the jit inlines the sequence directly that we later OSR out of?,Investigation and Exploration,False,152,MEMBER,False,False,False,1.0,0.3010752688,0.2857142857,0.9111969112,0.8498306174,0.1501693826,0.005725859998,0.01048932789
It applies to all current releases with OSR-enabled and could occur in any release in the field.,Investigation and Exploration,False,96,MEMBER,False,False,False,0.6428571429,0.1935483871,0.4285714286,0.9150579151,0.8498306174,0.1501693826,0.005725859998,0.01048932789
17 just happens to be where we found it.,Investigation and Exploration,False,40,MEMBER,False,False,False,0.3214285714,0.09677419355,0.5714285714,0.9189189189,0.8498306174,0.1501693826,0.005725859998,0.01048932789
"Assuming that's accurate, then the plan to move this out of the 0.29.1 release's list of blockers makes sense to me.",Social Conversation,False,116,MEMBER,False,False,False,0.75,0.2258064516,0.7142857143,0.9227799228,0.8498306174,0.1501693826,0.005725859998,0.01048932789
It's not specific to the 17 release and is already present in the field.,Investigation and Exploration,False,72,MEMBER,False,False,False,0.5,0.1505376344,0.8571428571,0.9266409266,0.8498306174,0.1501693826,0.005725859998,0.01048932789
A big +1 to this as well!,Social Conversation,False,25,MEMBER,False,False,False,0.25,0.0752688172,1.0,0.9305019305,0.8498306174,0.1501693826,0.005725859998,0.01048932789
Assuming that's accurate,Solution Discussion,False,24,CONTRIBUTOR,False,False,False,1.0,0.03225806452,0.5,0.9343629344,0.852313953,0.147686047,0.01048932789,0.2809961131
"Yes, that's accurate.",Solution Discussion,False,21,CONTRIBUTOR,False,False,False,1.0,0.03225806452,1.0,0.9382239382,0.852313953,0.147686047,0.01048932789,0.2809961131
"Are the segfaults running rc021 in
https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_aarch64_linux_Nightly_testList_1/44
https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_ppc64le_linux_Nightly_testList_0/156
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_1/48/
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_0/49/
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_1/49/
this problem or a different problem?

 Dec 7:
https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_aarch64_linux_Nightly_testList_1/46
https://openj9-jenkins.osuosl.org/job/Test_openjdk11_j9_extended.functional_aarch64_linux_Nightly_testList_0/50

I think its the same issue, there is a decompile right before the crash.",Testing,False,951,CONTRIBUTOR,False,False,False,1.0,0.4838709677,0.25,0.9420849421,0.9188394381,0.08116056195,0.2809961131,0.003058765602
"The crash is caused by a corrupt o-slot

We will exclude the test on PPC and arch64.",Investigation and Exploration,False,86,CONTRIBUTOR,False,False,False,0.4222222222,0.2043010753,0.5,0.9459459459,0.9188394381,0.08116056195,0.2809961131,0.003058765602
"Interestingly, I wasn't able to reproduce it on x86 jdk8/11.",Bug Reproduction,False,60,CONTRIBUTOR,False,False,False,0.2222222222,0.1075268817,0.75,0.9498069498,0.9188394381,0.08116056195,0.2809961131,0.003058765602
This is why we thought it was specific to jdk17 initially.,Observed Bug Behaviour,False,58,CONTRIBUTOR,False,False,False,0.2444444444,0.1182795699,1.0,0.9536679537,0.9188394381,0.08116056195,0.2809961131,0.003058765602
We will exclude the test on PPC and arch64.,Solution Discussion,False,43,CONTRIBUTOR,False,False,False,0.6,0.09677419355,0.2,0.9575289575,0.9195635971,0.08043640294,0.003058765602,0.2682425527
I don't think we should be excluding.,Solution Discussion,False,37,CONTRIBUTOR,False,False,False,0.4666666667,0.0752688172,0.4,0.9613899614,0.9195635971,0.08043640294,0.003058765602,0.2682425527
We've already merged a fix #14071.,Action on Issue,False,34,CONTRIBUTOR,False,False,False,0.4666666667,0.0752688172,0.6,0.9652509653,0.9195635971,0.08043640294,0.003058765602,0.2682425527
We should be removing the exclude for jdk17 if the problem has been resolved.,Solution Discussion,False,77,CONTRIBUTOR,False,False,False,0.9333333333,0.1505376344,0.8,0.9691119691,0.9195635971,0.08043640294,0.003058765602,0.2682425527
Also note that excluding the entire test rather than just rc021 could hide other issues.,Solution Discussion,False,88,CONTRIBUTOR,False,False,False,1.0,0.1612903226,1.0,0.972972973,0.9195635971,0.08043640294,0.003058765602,0.2682425527
"This is still failing although the build contains https://github.com/eclipse-openj9/openj9/pull/14071

https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_aarch64_linux_Nightly_testList_0/47/",Testing,False,216,CONTRIBUTOR,False,False,False,1.0,0.1182795699,1.0,0.9768339768,0.9830696924,0.01693030764,0.2682425527,0.007389530069
"This is still failing although the build contains #14071
 https://openj9-jenkins.osuosl.org/job/Test_openjdk8_j9_extended.functional_aarch64_linux_Nightly_testList_0/47/

@jdmpapin : can you take a look at the crash, at least to confirm whether it is or isn't related to the original problem?",Testing,False,295,CONTRIBUTOR,False,False,False,1.0,0.376344086,0.5,0.9806949807,0.9848191545,0.01518084546,0.007389530069,0.03826814184
If AArch64-specific I can farm it out for investigation.,Contribution and Commitment,False,56,CONTRIBUTOR,False,False,False,0.2857142857,0.1075268817,1.0,0.9845559846,0.9848191545,0.01518084546,0.007389530069,0.03826814184
"Comparing the output against the only prior failure I've found linked from this issue, which is from the initial comment https://github.com/eclipse-openj9/openj9/issues/14014#issue-1063735139

Within rc021, the original failure occurred in CODE:
CODE
The crash was in libj9vm29.so:
CODE",Investigation and Exploration,True,291,CONTRIBUTOR,False,False,False,0.5466666667,0.4408602151,0.5,0.9884169884,0.9938790902,0.006120909826,0.03826814184,0.02585402974
"And it indicated that there was a bad reference encountered in CODE:
CODE
On the other hand, in this more recent failed test, CODE ran to completion, and the crash occurred during CODE, in libjclse29.so, and without any output complaining of a bad reference or mentioning a CODE method
CODE
With these differences and the fact that the more recent failure happened despite #14071, I'm pretty sure it's a distinct bug",Investigation and Exploration,True,420,CONTRIBUTOR,False,False,False,1.0,0.8064516129,1.0,0.9922779923,0.9938790902,0.006120909826,0.03826814184,0.02585402974
We can close this one once https://github.com/eclipse-openj9/openj9/pull/14105 is merged.,Action on Issue,False,89,CONTRIBUTOR,False,False,True,1.0,0.09677419355,1.0,1.0,1.0,0.0,0.02585402974,0.0
jdk15+36: java/foreign/TestMismatch.java.TestMismatch J9 Crash,Observed Bug Behaviour,False,62,CONTRIBUTOR,True,True,False,0.2222222222,0.170212766,0.25,0.003846153846,0.0,1.0,0.0,0.002175337965
"Failure link
------------
https://ci.adoptopenjdk.net/job/Test_openjdk15_j9_sanity.openjdk_ppc64le_linux/43/consoleFull
java/foreign/TestMismatch.java
Fails on platforms: Platforms: pLinux, xLinuxXL

Optional info
-------------
- intermittent failure (yes|no): possibly
- regression or new test:  Regression
-",Testing,False,319,CONTRIBUTOR,True,True,False,1.0,0.7659574468,0.5,0.007692307692,0.0,1.0,0.0,0.002175337965
"if regression, what are the last passing / first failing public SHAs (OpenJ9, OMR, JCL) :",Testing,False,89,CONTRIBUTOR,True,True,False,0.3888888889,0.2978723404,0.75,0.01153846154,0.0,1.0,0.0,0.002175337965
"Failure output (captured from console output)
---------------------------------------------
CODE",Testing,True,98,CONTRIBUTOR,True,True,False,0.2777777778,0.2127659574,1.0,0.01538461538,0.0,1.0,0.0,0.002175337965
It appears https://github.com/eclipse/openj9/issues/10580 with different error output.,Testing,False,86,MEMBER,False,False,False,1.0,0.1489361702,1.0,0.01923076923,0.0003970034597,0.9996029965,0.002175337965,0.006689164241
"Compiled_method=jdk/internal/foreign/NativeMemorySegmentImpl.makeNativeSegment(JJ)Ljdk/incubator/foreign/MemorySegment;

fyi @andrewcraik",Contribution and Commitment,False,139,MEMBER,False,False,False,1.0,0.2340425532,1.0,0.02307692308,0.001617789098,0.9983822109,0.006689164241,0.0003091269739
We need a stop-ship determination on this issue.,Investigation and Exploration,False,48,MEMBER,False,False,False,0.2647058824,0.1914893617,0.5,0.02692307692,0.001674205379,0.9983257946,0.0003091269739,0.001010387239
"Given the crash is in java.foreign package which I believe is still in preview, I don't think will be but we should still look at the crash to be sure it's a broader issue",Investigation and Exploration,False,171,MEMBER,False,False,False,1.0,0.7234042553,1.0,0.03076923077,0.001674205379,0.9983257946,0.0003091269739,0.001010387239
@liqunl sorry to interrupt your dev work but could you take a look as this is lined up against the release that will be going out imminently.,Contribution and Commitment,False,141,CONTRIBUTOR,False,False,False,1.0,0.5744680851,1.0,0.03461538462,0.001858603039,0.998141397,0.001010387239,0.00295674226
@andrew-m-leonard @llxia What should be the target if I want to rerun the failed test?,Investigation and Exploration,False,86,CONTRIBUTOR,False,False,False,1.0,0.3617021277,1.0,0.03846153846,0.00239821432,0.9976017857,0.00295674226,0.0001574257737
"@andrew-m-leonard You mentioned the test also failed on xlinux, could you provide the link to the x86 failure?",Investigation and Exploration,False,110,CONTRIBUTOR,False,False,False,1.0,0.4255319149,1.0,0.04230769231,0.002426944834,0.9975730552,0.0001574257737,0.005864825644
#10580 is a failure in the same test and it has a link to rerun the test with target CODE.,Investigation and Exploration,True,90,CONTRIBUTOR,False,False,False,1.0,0.4255319149,0.25,0.04615384615,0.003497287056,0.9965027129,0.005864825644,0.0004608281741
"20 iterations
https://ci.adoptopenjdk.net/job/Grinder/3856/

But it failed.",Testing,False,78,CONTRIBUTOR,False,False,False,0.4,0.170212766,0.5,0.05,0.003497287056,0.9965027129,0.005864825644,0.0004608281741
@rpshukla Could you help with the grinder?,Testing,False,42,CONTRIBUTOR,False,False,False,0.35,0.1489361702,0.75,0.05384615385,0.003497287056,0.9965027129,0.005864825644,0.0004608281741
"I don't know why my grinder failed, maybe something's wrong in my configuration?",Social Conversation,False,80,CONTRIBUTOR,False,False,False,0.65,0.2765957447,1.0,0.05769230769,0.003497287056,0.9965027129,0.005864825644,0.0004608281741
xLinux: https://ci.adoptopenjdk.net/job/Test_openjdk15_j9_sanity.openjdk_x86-64_linux_xl/41/console,Investigation and Exploration,False,99,CONTRIBUTOR,True,False,False,1.0,0.04255319149,1.0,0.06153846154,0.003581389105,0.9964186109,0.0004608281741,0.001943492734
@liqunl i've just kicked off a Grinder on xLinux for just the TestMissmatch test here: https://ci.adoptopenjdk.net/job/Grinder/3859/console,Testing,False,139,CONTRIBUTOR,True,False,False,1.0,0.3617021277,1.0,0.06538461538,0.003936080354,0.9960639196,0.001943492734,0.0003892710042
"@liqunl fyi, the ""Rerun Grinder"" links rarely work as-is, as they typically point at the ""upstream"" job artifact, which by the time you run the grinder has dissappeared!",Investigation and Exploration,False,169,CONTRIBUTOR,True,False,False,1.0,0.6170212766,0.5,0.06923076923,0.004007123078,0.9959928769,0.0003892710042,0.001399658243
"I change it to use ""customized"" and point SDK_URL at the required github binary",Task Progress,False,79,CONTRIBUTOR,True,False,False,0.4827586207,0.2978723404,1.0,0.07307692308,0.004007123078,0.9959928769,0.0003892710042,0.001399658243
"I started another plinux grinder using CUSTOMIZED_SDK_URL instead of UPSTREAM_JOB_NAME
https://ci.adoptopenjdk.net/job/Grinder/3861/",Testing,False,133,CONTRIBUTOR,False,False,False,1.0,0.2553191489,1.0,0.07692307692,0.004262563462,0.9957374365,0.001399658243,0.005529938089
"Looked at the xlinuxXL failure, the error message is the same as #10580, which is 
CODE
So the crash is only seen on ppcle.",Investigation and Exploration,True,125,CONTRIBUTOR,False,False,False,1.0,0.5531914894,0.5,0.08076923077,0.005271788046,0.994728212,0.005529938089,0.002175337965
FYI @gita-omr,Contribution and Commitment,False,13,CONTRIBUTOR,False,False,False,0.1153846154,0.06382978723,1.0,0.08461538462,0.005271788046,0.994728212,0.005529938089,0.002175337965
@AlenBadel could you kindly take a look?,Contribution and Commitment,False,40,CONTRIBUTOR,False,False,False,1.0,0.1489361702,1.0,0.08846153846,0.005668791506,0.9943312085,0.002175337965,0.234046329
Failure rate on my side is between 1/10 and 1/20.,Observed Bug Behaviour,False,49,CONTRIBUTOR,False,False,False,0.2127659574,0.2127659574,0.25,0.09230769231,0.04838270716,0.9516172928,0.234046329,0.001299478205
"Given the crash is in java.foreign package which I believe is still in preview, I don't think will be but we should still look at the crash to be sure it's a broader issue

java.foreign was bundled with OpenJDK and Oracle builds starting with Java 14.",Investigation and Exploration,False,253,CONTRIBUTOR,False,False,False,1.0,1.0,0.5,0.09615384615,0.04838270716,0.9516172928,0.234046329,0.001299478205
I understand J9 may not be in total sync with package support (i.e javafx).,Investigation and Exploration,False,75,CONTRIBUTOR,False,False,False,0.2978723404,0.2978723404,0.75,0.1,0.04838270716,0.9516172928,0.234046329,0.001299478205
Is foreign bundled with J9 Java 14 builds?,Investigation and Exploration,False,42,CONTRIBUTOR,False,False,False,0.170212766,0.170212766,1.0,0.1038461538,0.04838270716,0.9516172928,0.234046329,0.001299478205
"Foreign is still incubator status for Java 15, but it is included.
https://openjdk.java.net/jeps/383",Investigation and Exploration,False,101,CONTRIBUTOR,False,False,False,1.0,0.2978723404,1.0,0.1076923077,0.04861986449,0.9513801355,0.001299478205,0.01613471067
It looks like the foreign package is also included in J9 Java 14 builds.,Investigation and Exploration,False,72,CONTRIBUTOR,False,False,False,0.8235294118,0.2978723404,0.25,0.1115384615,0.05156448094,0.9484355191,0.01613471067,0.05286071254
"I ran it with the latest Java 14 release, and was not able to reproduce the failure.",Bug Reproduction,False,84,CONTRIBUTOR,False,False,False,1.0,0.3617021277,0.5,0.1153846154,0.05156448094,0.9484355191,0.01613471067,0.05286071254
This suggests that this is a recent regression.,Investigation and Exploration,False,47,CONTRIBUTOR,False,False,False,0.4705882353,0.170212766,0.75,0.1192307692,0.05156448094,0.9484355191,0.01613471067,0.05286071254
"I'm still actively attempting to open the core file, and analyzing the failure.",Task Progress,False,79,CONTRIBUTOR,False,False,False,0.7647058824,0.2765957447,1.0,0.1230769231,0.05156448094,0.9484355191,0.01613471067,0.05286071254
I'm afraid that the core files are not readable on my end.,Social Conversation,False,58,CONTRIBUTOR,False,False,False,0.4,0.2553191489,0.3333333333,0.1269230769,0.06121166501,0.938788335,0.05286071254,0.04938589637
"I've even tried to add CODE in order to get more core context and that causes EOF issues with the test, none of the iterations have crashed using CODE.",Task Progress,True,151,CONTRIBUTOR,False,False,False,1.0,0.6382978723,0.6666666667,0.1307692308,0.06121166501,0.938788335,0.05286071254,0.04938589637
"Continuing my investigation by attempting to increase the reproducibility, so that I can reliably get this test to fail locally.",Investigation and Exploration,False,128,CONTRIBUTOR,False,False,False,0.6666666667,0.4255319149,1.0,0.1346153846,0.06121166501,0.938788335,0.05286071254,0.04938589637
I'm guessing the core file(s) aren't readable because you need the jextract data from the machine that produced the core file.,Investigation and Exploration,False,126,CONTRIBUTOR,False,False,False,1.0,0.4468085106,0.3333333333,0.1384615385,0.07022468829,0.9297753117,0.04938589637,0.1311728793
If it's reproducible on an OpenJ9 or internal jenkins machine we can get that.,Investigation and Exploration,False,78,CONTRIBUTOR,False,False,False,0.6666666667,0.2978723404,0.6666666667,0.1423076923,0.07022468829,0.9297753117,0.04938589637,0.1311728793
"If it's only reproducible at Adopt, someone with access to those machines could run jextract.",Observed Bug Behaviour,False,93,CONTRIBUTOR,False,False,False,0.7142857143,0.3191489362,1.0,0.1461538462,0.07022468829,0.9297753117,0.04938589637,0.1311728793
This is considered stop-ship until we have a core file and can evaluate the cause and frequency,Investigation and Exploration,False,95,MEMBER,False,False,False,1.0,0.3829787234,1.0,0.15,0.09416399691,0.9058360031,0.1311728793,0.05832768032
"It's reproducible on internal jenkins machine, failure rate seems to be 4/12 on nightly build.",Observed Bug Behaviour,False,94,CONTRIBUTOR,False,False,False,1.0,0.3191489362,0.25,0.1538461538,0.1048089134,0.8951910866,0.05832768032,0.01345561023
Also saw crash in compiled method CODE,Observed Bug Behaviour,True,38,CONTRIBUTOR,False,False,False,0.4666666667,0.1489361702,0.5,0.1576923077,0.1048089134,0.8951910866,0.05832768032,0.01345561023
"The following grinder is to reproduce the timeout, and it hasn't finished yet.",Bug Reproduction,False,78,CONTRIBUTOR,False,False,False,0.8666666667,0.2765957447,0.75,0.1615384615,0.1048089134,0.8951910866,0.05832768032,0.01345561023
https://hyc-runtimes-jenkins.swg-devops.com/job/Grinder/10355,Bug Reproduction,False,61,CONTRIBUTOR,False,False,False,0.06666666667,0.02127659574,1.0,0.1653846154,0.1048089134,0.8951910866,0.05832768032,0.01345561023
I was able to reproduce this locally on one of our internal farm machines.,Bug Reproduction,False,74,CONTRIBUTOR,False,False,False,0.6086956522,0.2978723404,0.1666666667,0.1692307692,0.1072645887,0.8927354113,0.01345561023,0.009663080221
Failing at a rate of 100% on this particular machine.,Bug Reproduction,False,53,CONTRIBUTOR,False,False,False,0.4347826087,0.2127659574,0.3333333333,0.1730769231,0.1072645887,0.8927354113,0.01345561023,0.009663080221
jextract can't find the libraries unfortunately.,Investigation and Exploration,False,48,CONTRIBUTOR,False,False,False,0.2608695652,0.1276595745,0.5,0.1769230769,0.1072645887,0.8927354113,0.01345561023,0.009663080221
"GDB, as well as our internal debugging tools are not able to load the libraries even when given the prefix, and absolute path.",Investigation and Exploration,False,126,CONTRIBUTOR,False,False,False,1.0,0.4893617021,0.6666666667,0.1807692308,0.1072645887,0.8927354113,0.01345561023,0.009663080221
"CODE

I've also tried to generate a trace file, without any luck.",Task Progress,True,67,CONTRIBUTOR,False,False,False,0.6086956522,0.2978723404,0.8333333333,0.1846153846,0.1072645887,0.8927354113,0.01345561023,0.009663080221
I'll attempt to run this workload with gdb to get a snapshot of where we're crashing.,Task Progress,False,85,CONTRIBUTOR,False,False,False,0.6956521739,0.3404255319,1.0,0.1884615385,0.1072645887,0.8927354113,0.01345561023,0.009663080221
"The jextract problem may be related to https://github.com/eclipse/openj9/issues/9549, for which we have a PR under review.",Investigation and Exploration,False,122,CONTRIBUTOR,False,False,False,1.0,0.3404255319,0.3333333333,0.1923076923,0.1090281199,0.8909718801,0.009663080221,0.009602972199
"@keithc-ca 

Although it makes no sense that GDB doesn't work.",Investigation and Exploration,False,64,CONTRIBUTOR,False,False,False,0.75,0.2553191489,0.6666666667,0.1961538462,0.1090281199,0.8909718801,0.009663080221,0.009602972199
Perhaps it needs to be updated.,Investigation and Exploration,False,31,CONTRIBUTOR,False,False,False,0.375,0.1276595745,1.0,0.2,0.1090281199,0.8909718801,0.009663080221,0.009602972199
"The jextract problem may be related to #9549, for which we have a PR under review.",Investigation and Exploration,False,82,CONTRIBUTOR,False,False,False,0.4210526316,0.3404255319,0.125,0.2038461538,0.1107806812,0.8892193188,0.009602972199,0.01857337902
"@keithc-ca

Thanks.",Investigation and Exploration,False,21,CONTRIBUTOR,False,False,False,0.1052631579,0.08510638298,0.25,0.2076923077,0.1107806812,0.8892193188,0.009602972199,0.01857337902
I'll give the build a try to see if it addresses my issue.,Task Progress,False,58,CONTRIBUTOR,False,False,False,0.3421052632,0.2765957447,0.375,0.2115384615,0.1107806812,0.8892193188,0.009602972199,0.01857337902
Although it makes no sense that GDB doesn't work.,Investigation and Exploration,False,49,CONTRIBUTOR,False,False,False,0.2368421053,0.1914893617,0.625,0.2192307692,0.1107806812,0.8892193188,0.009602972199,0.01857337902
"I'm currently using GDB 8.2, which is older.",Task Progress,False,44,CONTRIBUTOR,False,False,False,0.2105263158,0.170212766,0.75,0.2230769231,0.1107806812,0.8892193188,0.009602972199,0.01857337902
However it's the most current available build given the OS I'm using is ubuntu 16.04.,Task Progress,False,85,CONTRIBUTOR,False,False,False,0.3947368421,0.3191489362,0.875,0.2269230769,0.1107806812,0.8892193188,0.009602972199,0.01857337902
"I'm just shooting in the dark here, but I wonder if I can get this to reproduce on a newer OS, there might be a bug with some of these older c libraries and runtimes; specially on PPC64LE.",Investigation and Exploration,False,188,CONTRIBUTOR,False,False,False,1.0,0.8085106383,1.0,0.2307692308,0.1107806812,0.8892193188,0.009602972199,0.01857337902
"I vaguely remember having trouble with gdb 8 and needing to use gdb 7. There's a copy for x86-64 in /team/keithc/gdb-7, but, unfortunately, I don't know where to find gdb 7 for ppc64le.",Social Conversation,False,185,CONTRIBUTOR,False,False,False,1.0,0.7659574468,1.0,0.2346153846,0.1141703594,0.8858296406,0.01857337902,0.0002203960832
In a turn of events.,Social Conversation,False,20,CONTRIBUTOR,False,False,False,0.1282051282,0.1063829787,0.25,0.2384615385,0.1142105821,0.8857894179,0.0002203960832,0.005424033477
This OpenJ9 JDK15 nightly is now starting to hang during a simple CODE on the same machine.,Social Conversation,True,91,CONTRIBUTOR,False,False,False,0.4358974359,0.3617021277,0.5,0.2423076923,0.1142105821,0.8857894179,0.0002203960832,0.005424033477
Also hangs with CODE.,Investigation and Exploration,True,21,CONTRIBUTOR,False,False,False,0.1025641026,0.08510638298,0.75,0.2461538462,0.1142105821,0.8857894179,0.0002203960832,0.005424033477
"Point where it's hanging:
Stack Trace of all three threads

CODE

CODE

CODE

Safe to assume that the second thread is waiting on the third thread, and that thread is hanging somewhere in libc.",Investigation and Exploration,True,202,CONTRIBUTOR,False,False,False,1.0,0.829787234,1.0,0.25,0.1142105821,0.8857894179,0.0002203960832,0.005424033477
Looks to be hanging only on Non XL releases of PPC64LE JDK15.,Investigation and Exploration,False,61,CONTRIBUTOR,False,False,False,0.6,0.2553191489,0.3333333333,0.2538461538,0.1152004789,0.8847995211,0.005424033477,0.1326211964
Works on the JDK14 equivalent.,Investigation and Exploration,False,30,CONTRIBUTOR,False,False,False,0.25,0.1063829787,0.6666666667,0.2576923077,0.1152004789,0.8847995211,0.005424033477,0.1326211964
"I went back all the way to the first nightly of ppc64le JDK15 on adoptopenjdk, and they all hang similarly.",Investigation and Exploration,False,107,CONTRIBUTOR,False,False,False,1.0,0.4255319149,1.0,0.2615384615,0.1152004789,0.8847995211,0.005424033477,0.1326211964
Which nightly build are you using?,Social Conversation,False,34,CONTRIBUTOR,False,False,False,0.1935483871,0.1276595745,0.5,0.2653846154,0.1394041083,0.8605958917,0.1326211964,0.006159641184
"I don't have that problem with the latest nightly from adoptopenjdk.net:
CODE
And using that as the boot jdk, I was able to produce a local build:
CODE",Investigation and Exploration,True,154,CONTRIBUTOR,False,False,False,1.0,0.6595744681,1.0,0.2692307692,0.1394041083,0.8605958917,0.1326211964,0.006159641184
@AlenBadel there is a grinder in https://github.com/eclipse/openj9/issues/10580#issuecomment-694222270 which crashed 3/20 on a rhel7 machine.,Investigation and Exploration,False,141,CONTRIBUTOR,False,False,False,1.0,0.2978723404,0.3333333333,0.2730769231,0.1405282549,0.8594717451,0.006159641184,0.02092045419
Does that help?,Social Conversation,False,15,CONTRIBUTOR,False,False,False,0.2142857143,0.06382978723,0.6666666667,0.2769230769,0.1405282549,0.8594717451,0.006159641184,0.02092045419
Perhaps these cores will be readable or gdb is working on rhel7.,Investigation and Exploration,False,64,CONTRIBUTOR,False,False,False,0.8571428571,0.2553191489,1.0,0.2807692308,0.1405282549,0.8594717451,0.006159641184,0.02092045419
